,Category,Message,Cleaned
1317,1,"Win the newest ÛÏHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",win newest harri potter order phoenix book repli harri answer question chanc first among reader
1319,0,Correct. So how was work today,correct so work today
1320,0,"Just sent again. Do you scream and moan in bed, princess?",just sent do scream moan bed princess
1321,0,"I wake up long ago already... Dunno, what other thing?",i wake long ago alreadi dunno thing
1322,0,Oh just getting even with u.... u?,oh get even u u
1323,0,I thk 50 shd be ok he said plus minus 10.. Did Ì_ leave a line in between paragraphs?,i thk shd ok said plu minu did leav line paragraph
1324,0,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,can call plz your number show coveragd area i urgnt call vasai amp reach clock call plz
1325,0,Yeah jay's sort of a fucking retard,yeah jay sort fuck retard
1326,0,"Sorry, was in the bathroom, sup",sorri bathroom sup
1327,1,Ur balance is now å£500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,ur balanc ur next question who sang uptown girl answer txt ur answer good luck
1328,0,My exam is for february 4. Wish you a great day.,my exam februari wish great day
1329,0,I dont know what to do to come out of this so only am ask questions like this dont mistake me.,i dont know come ask question like dont mistak
1330,0,"Aight no rush, I'll ask jay",aight rush i ask jay
1331,0,Good Morning plz call me sir,good morn plz call sir
1332,0,It's ok lar. U sleep early too... Nite...,it ok lar u sleep earli nite
1333,0,"Oh... Icic... K lor, den meet other day...",oh icic k lor den meet day
1334,0,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*",oh a half hour much longer syria canada eh wow must get so much work done day us extra time grin
1335,0,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)",sometim put wall around heart safe get hurt but find care enough break wall amp get closer goodnoon
1336,0,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",sweet may may go u meet carlo gaug patti interest
1337,0,Then she buying today? ÌÏ no need to c meh...,then buy today need c meh
1338,0,Aight sorry I take ten years to shower. What's the plan?,aight sorri i take ten year shower what plan
1339,0,Every monday..nxt week vl be completing..,everi monday nxt week vl complet
1340,0,Might ax well im there.,might ax well im
1341,0,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,just chill anoth hr if could sleep pain surgic emerg see unfold okay
1342,0,Yeah I'll try to scrounge something up,yeah i tri scroung someth
1343,0,Crazy ar he's married. ÌÏ like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,crazi ar marri like gd look guy my fren like say korean leona fave dun thk aft think mayb prob go
1344,0,Were somewhere on Fredericksburg,were somewher fredericksburg
1345,0,Que pases un buen tiempo or something like that,que pase un buen tiempo someth like
1346,0,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,is ok i stay night xavier sleep bag i get tire
1347,0,She doesnt need any test.,she doesnt need test
1348,0,"Nothing much, chillin at home. Any super bowl plan?",noth much chillin home ani super bowl plan
1349,1,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 å£3/wk",free day sexi st georg day pic jordan txt pic dont miss everi wk sauci celeb pic c pocketbab co uk wk
1350,0,Bugis oso near wat... ,bugi oso near wat
1351,0,Yo theres no class tmrw right?,yo there class tmrw right
1352,0,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,let ur heart be ur compass ur mind ur map ur soul ur guid and u will never loos world gnun sent via way sm com
1353,0,"Goodnight, sleep well da please take care pa. Please.",goodnight sleep well da pleas take care pa pleas
1354,0,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,baaaaab i misss youuuuu where i go teach class
1356,0,U ned to convince him tht its not possible witot hurting his feeling its the main,u ned convinc tht possibl witot hurt feel main
1357,0,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy",good afternoon loverboy how goe day ani luck come way i think sweeti send love across sea make smile happi
1358,0,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,if start send blackberri torch nigeria find buyer like month and tell dad buy bb anyon oh
1359,0,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",lt gt pple marri lover becz hav gud undrstndng dat avoid problem sent di u u wil get gud news friday person like and tomorrow best day life dont break chain if break suffer send lt gt frnd lt gt min whn u read
1360,0,Yo dude guess who just got arrested the other day,yo dude guess got arrest day
1361,0,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,shuhui say chang suntec steamboat u noe where r u
1362,0,What does the dance river do?,what danc river
1363,0,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",yetund sorri moji seem busi abl go shop can pleas find way get want us get pleas forgiv you repli free via yahoo messeng
1364,0,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,hey realli pretti late you want go lesson first i join i reach tp mrt
1365,1,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",hot live fantasi call just p per min ntt ltd po box croydon cr wb k
1366,0,Bbq this sat at mine from 6ish. Ur welcome 2 come,bbq sat mine ish ur welcom come
1367,0,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough Û_",i know thing wrong everyso often panick start goin bout bein good enough
1368,0,Alright. I'm out--have a good night!,alright i good night
1369,0,Did you try making another butt.,did tri make anoth butt
1370,0,Hope you are feeling great. Pls fill me in. Abiola,hope feel great pl fill abiola
1371,0,I though we shd go out n have some fun so bar in town or something ÛÒ sound ok?,i though shd go n fun bar town someth sound ok
1372,0,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",go write msg put dictionari mode cover screen hand press lt gt gentli remov ur hand it interest
1373,1,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",bear pic nick tom pete dick in fact type tri gay chat photo upload call p min stop text call
1374,1,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",new mobil must go txt nokia no collect today from onli www tc biz optout gbp mtmsg txtauction
1375,0,We're finally ready fyi,we final readi fyi
1376,0,Auntie huai juan never pick up her phone,aunti huai juan never pick phone
1377,1,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,doubl min doubl txt price linerent latest orang bluetooth mobil call mobileupd latest offer call optout lf
1378,0,"Ya tel, wats ur problem..",ya tel wat ur problem
1380,0,i dnt wnt to tlk wid u,dnt wnt tlk wid u
1381,0,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. \paths are made by walking.. not by waiting..\"" Goodnight!""",we spend day wait ideal path appear front us but forget path made walk wait goodnight
1382,0,Its ok my arm is feeling weak cuz i got a shot so we can go another time,it ok arm feel weak cuz got shot go anoth time
1383,0,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,pleas reserv ticket saturday eve chennai thirunelvali tirunelvali chennai sunday eve alreadi see net ticket avail want book ticket tackl
1384,0,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person",storm msg wen u lift phne u say hello do u knw wt real mean hello it name girl ye and u knw dat girl margaret hello she girlfrnd f grahmbel invnt telphon moral one get name person
1385,0,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,that ok i pop ask bout someth said are around tonght wen girl come
1386,0,All e best 4 ur exam later.,all e best ur exam later
1387,0,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,hope ur head hurt much am plough way pile iron stay chinki tonight come round like
1388,0,Oh k.i think most of wi and nz players unsold.,oh k think wi nz player unsold
1389,0,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",haha where got fast lose weight thk muz go month den got effect gee later go aust put bk e weight
1390,0,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy",i wonder got onlin love had gone net cafe did get phone recharg were friend net i think boytoy
1391,0,"Haha just kidding, papa needs drugs",haha kid papa need drug
1392,0,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...",thk shld b ya wana go lesson haha go one whole stretch
1393,0,Oh ok..,oh ok
1394,0,R we still meeting 4 dinner tonight?,r still meet dinner tonight
1395,0,Thats cool! I am a gentleman and will treat you with dignity and respect.,that cool i gentleman treat digniti respect
